Region,Year,Land_Cover_Type,Area_sq_km,NDVI,Population_Density,Temperature_Anomaly
Australia,2006,Agriculture,3406.374604198206,0.6697332271233011,966.5518603447102,-0.8712519321873287
North America,2000,Forest,5892.831133683007,0.9182883400844701,862.2638373937237,0.5325374601935691
Africa,2011,Wetlands,1147.397641082659,0.6412306121468131,371.7331825205782,-0.2727375331480987
Asia,2004,Forest,7081.307480089801,0.8409717795423867,702.0901703184267,0.4279853771639408
Africa,2015,Water,3988.264251681439,0.40323070643771586,500.9063461273085,-0.864570715568673
Europe,2024,Agriculture,5395.321485781861,0.5721474563159759,127.344606756461,0.44924597125802035
Europe,2003,Water,3295.672253108348,0.7443138742961141,277.82707768992043,-0.046770676929026346
Asia,2016,Forest,2052.281016007564,0.2852328330302564,74.66288499468726,1.564853816884021
North America,2023,Agriculture,3100.8441527585637,0.43825836866095336,348.6652945069499,0.2589504111986632
North America,2020,Barren Land,4228.20595242453,0.692391814783889,13.752739022120394,0.49323239477169606
Australia,2001,Agriculture,4747.274582934004,0.5261092574121483,533.9642379240388,-0.4415207504375363
Australia,2011,Agriculture,4283.692311632878,0.6453259623409372,262.5661039640875,0.31209107228004
South America,2000,Barren Land,1926.421485080314,0.33429535670065114,18.064634679590085,0.4740092333845725
Asia,2011,Urban,1379.3031013190027,0.05034958442165909,616.1582573414101,-0.3542407023106691
Africa,2011,Urban,2258.9438880955786,0.049326649521400374,756.4643182018489,-0.4322349005491496
Arctic,2011,Urban,2797.8202033703674,0.17084498824485564,57.48212020312536,1.1933775745155506
Asia,2018,Forest,5337.224455803204,1.0267584422352398,446.5672061426941,-0.07605164092999808
South America,2024,Agriculture,5602.042440597942,0.26902587196369554,339.89163919306986,-0.6531590020798669
Australia,2016,Wetlands,2144.315311062181,0.21797252637675524,151.70621508743838,0.2922568645881827
Asia,2019,Barren Land,3420.459767319614,0.1145118671144167,43.972542593265956,-0.7904051519504942
Asia,2023,Wetlands,843.6183474574773,0.2850054850522068,102.23004907435393,-0.12249186810883188
Australia,2023,Forest,2501.459598165712,0.44097738350839066,127.88888575762513,-0.9457517030141738
South America,2010,Barren Land,2131.690811397449,0.2929941069103049,132.98582712928467,1.1443924077754444
Australia,2012,Wetlands,1723.2427883487194,0.7379073122449611,250.06063014589984,0.024850052061035795
North America,2007,Forest,3705.3010711308616,0.8394532793044179,70.1032042902872,0.015923547035728097
Africa,2009,Forest,15835.5540283109,0.197773578898439,75.70899346646497,0.5954799474109356
Australia,2007,Forest,3563.670733431053,0.7894287437780089,378.6529784218601,1.7752449393302545
South America,2019,Barren Land,7446.302810546292,0.5164680959103333,2.258646303265843,0.08109562039102002
Europe,2007,Wetlands,6384.770176638444,0.20573288509988777,48.58611574707512,-1.490890782485232
North America,2008,Wetlands,2225.1457059171858,0.6916283443943859,171.2566079681501,1.1819351908455082
Europe,2006,Water,5928.27306044186,0.16883645213936208,48.432264811454544,-1.357314121937943
Arctic,2013,Forest,10965.870222636617,0.14503231958465762,96.42601661918407,1.503560377881306
Australia,2001,Urban,1124.3751892021999,0.0877524740970122,332.69330357863737,1.1925196005556076
North America,2024,Agriculture,6378.60211504924,0.8512267233331873,170.09686579283084,-0.3352228625507225
Africa,2010,Water,4842.045868999061,0.658524802563719,42.865607248404416,-0.5722702496310962
Australia,2007,Water,1937.9609048186985,0.42902874333180807,145.93079036487055,0.28130156156218816
Africa,2012,Barren Land,6808.832891451913,0.7577633206790416,378.555356567539,0.009685952754444655
Asia,2020,Water,4629.195839186279,0.2727675276178115,1040.3377570960429,-0.6933826197292158
Europe,2014,Wetlands,14677.850488535923,0.844874623236079,191.98850053906702,0.87759699195726
North America,2002,Barren Land,2004.58924493722,0.657597856703282,353.6984561660996,1.227975635255818
Africa,2022,Barren Land,5339.185224009093,0.5476645128065057,78.24926176024489,1.3879220491938993
South America,2013,Urban,3509.83802379371,0.294287503585065,293.1574598523439,0.5517608640439662
Africa,2014,Forest,2990.53625747081,0.738989742168152,98.34986358688994,-0.7010668057986225
South America,2001,Water,1535.78246491335,0.8096874200083859,66.24414970883285,-1.2552799246503499
Australia,2018,Forest,2455.4458483264734,0.9159865536714452,213.52813836487704,-2.316886131107002
North America,2011,Forest,3138.534622764882,0.30991728483914766,71.34937840772665,1.0331148015483773
Africa,2024,Forest,2167.9962919928516,0.3500772485225937,459.9785230066229,0.1945689895059521
Arctic,2019,Barren Land,6635.14839557571,0.0760389655102574,83.09932769030638,1.5810842521408028
Africa,2003,Forest,7450.712151131795,0.33139096048589034,180.07880820111805,-1.9333015990293945
Arctic,2002,Water,1154.7944288851882,0.18739554597525387,11.678662762173504,0.8168986730738435
North America,2004,Barren Land,2420.09698661362,0.12306188413799451,58.03351997969838,-1.7654978668738368
Africa,2002,Water,5646.095571329028,0.35197003696849116,178.18070917324982,1.4419052711993594
South America,2024,Barren Land,5692.2809253129335,0.7172366733018404,246.04478557221364,0.6356970617386563
Africa,2014,Agriculture,4736.250180330087,0.7722620784108921,168.03358431621328,-1.3059429641955869
Europe,2018,Agriculture,5467.461933137294,0.10709863198993866,292.71368491740884,1.6350695829475792
Australia,2001,Agriculture,4354.481900359297,0.10571763061538615,325.78886272636464,-0.7221425889680565
Asia,2011,Agriculture,5927.991455188426,0.21704568660080092,30.885546339488037,0.3492797594794493
South America,2004,Barren Land,1782.0285901318098,0.7980616485870318,358.98270114321605,0.35161933214525
Europe,2021,Forest,5076.768580052795,0.5705069290870596,691.7296362306041,-0.0939073518053155
Arctic,2016,Urban,3237.9972620159588,0.17726433218687696,0.7980866499167718,1.696908100307751
Australia,2013,Wetlands,7299.459085138138,0.809865172613441,240.45513974213688,0.033994605977337396
North America,2021,Urban,1747.4782855771964,0.32484099631137275,277.80716401230853,-0.2799792374936668
South America,2009,Agriculture,4414.456522310775,0.2027811455430161,371.17133491132677,0.24909948519490607
Asia,2002,Forest,3581.5261075223057,0.5762201752442001,146.21509582134604,0.2887857394807817
Australia,2003,Water,2987.3623231909314,0.894872477854415,512.297720319635,-0.5242252762616034
Arctic,2005,Forest,2512.251164972392,0.13154123052500125,23.289112242738454,3.1012451800493093
Asia,2023,Water,2665.8367360459592,0.5593867628945557,157.7495982515589,-0.8370368376932005
North America,2024,Urban,10059.516367454014,0.15016959742498714,381.0943605331149,0.3902011300250052
North America,2021,Forest,2920.652601400118,0.492343814419541,786.7360151109339,-0.3393777406634862
Arctic,2015,Forest,9567.738402168468,0.4875804019394406,50.13966179062746,1.1310068694361437
South America,2006,Wetlands,2985.075091105598,0.5703220553538264,800.6406743303813,-0.27741820516498256
Arctic,2014,Urban,3866.904989416662,0.14140422230220887,9.274721227481576,1.339171909654854
Africa,2020,Forest,5109.528758624625,0.7663050215954313,45.412197053334594,0.6587309325269126
North America,2024,Water,9938.362796820647,0.5232125524559755,229.29601018950365,-0.09455209447775656
Australia,2019,Forest,6133.615457109462,0.880042750819561,13.6343107522254,1.3692189067654779
Africa,2010,Water,3487.693590155707,0.8765863247283072,404.16071153272964,-0.9514111545759224
Europe,2021,Agriculture,888.6237558995243,0.873455643164629,82.33165500016533,-2.1968699040817072
Asia,2020,Forest,2372.4952336159417,0.8778739209536355,181.73330893396476,0.39475881576246247
Africa,2000,Water,12327.257286009743,0.48986380459938317,383.7026565859121,1.722639519831539
Asia,2004,Urban,1230.6758887125104,0.09221086694118441,197.96902820282028,0.4887957376626737
Arctic,2012,Agriculture,933.8053541367876,0.06778820358875777,8.078061726692596,1.0575909029566923
Africa,2020,Forest,2941.326970985201,0.3421871696313063,764.4081526242672,-1.0229202462373213
Arctic,2013,Wetlands,1435.3384190956817,0.1861031998390174,43.38583079877546,4.025833224222961
Europe,2008,Water,1649.9991662995326,0.20387969273444215,275.69267002306634,-0.3793804455026351
North America,2016,Wetlands,526.198061205982,0.2798122636899618,359.73564481175896,-1.0149057817628744
Europe,2014,Forest,3917.9847019484623,0.20020364597844872,161.01020308345124,1.1904197203597815
North America,2020,Water,4507.366259216761,0.5189415776503831,141.42960094667566,-0.14723314822291683
Arctic,2006,Forest,2909.968939986626,0.12063273176330258,5.234586726463276,-0.027353342775956246
North America,2021,Agriculture,902.0343471089641,0.6942149039383637,488.26756232313267,2.0828971381367394
Asia,2021,Agriculture,1971.1950500503376,0.3661198225152662,143.9164462006898,0.5844064903220275
Australia,2011,Forest,4404.864779142452,0.7651802056427819,353.6123744610923,-1.5116726423833753
Europe,2022,Forest,4845.277882744056,0.9672186576771691,106.9776233492048,1.3957919052639414
Africa,2005,Barren Land,827.3295457519157,0.16881323402960835,572.2497504308332,-1.0478331601662507
Europe,2020,Forest,3485.7785243621265,1.069440755916202,33.36106970010117,-1.1080283019249035
Asia,2015,Forest,1836.9805518190678,0.739433608672066,294.2601355866584,-0.8917460229149975
North America,2004,Wetlands,3315.3952668952975,0.14269274834932474,494.4453761453559,1.9395074291573189
Asia,2008,Wetlands,978.815776030604,0.3512017855409336,323.8637849919819,2.04541645402205
South America,2013,Agriculture,657.820290967414,0.808996119153165,357.33257794900027,-0.5479416108931856
South America,2007,Wetlands,2850.0297783341107,0.5769868834983183,223.95739702562187,1.7056190377844653
Africa,2013,Forest,4590.9979785405185,0.39573347255511854,294.76186630912093,-2.287004849359975
Asia,2011,Urban,1579.5288322134663,0.3409582670075245,20.44942683455797,0.9140567535020159
Arctic,2009,Forest,9019.49055796758,0.43788123379575455,8.662605267269539,3.364172270398625
Africa,2019,Barren Land,2688.0144078870185,0.6884307969199582,460.7560408720323,1.5064412946916783
Arctic,2019,Water,1763.4950857119259,0.40537084800268114,87.24341455792023,2.0768974244818668
Africa,2020,Agriculture,5096.044871788885,0.7158239557668926,280.94686223990885,0.5660777808112863
South America,2012,Wetlands,3076.2723176895306,0.3293906825590903,387.9410386941772,-0.7171143442464695
Africa,2018,Urban,2698.2065295496755,0.22684354416819455,414.24639302032426,0.025147836576659997
South America,2014,Water,4481.893355250468,0.7738289342095707,2217.835482499191,-0.16421582627700884
North America,2007,Urban,4457.521749199012,0.09787139415130719,475.4300861481154,-0.2217187712397445
Arctic,2022,Agriculture,3450.7431912276174,0.11520931180048129,29.637415390319816,3.134656609125006
Asia,2020,Wetlands,3892.333527085998,0.22718099805670394,36.70430038040102,0.21494943549848658
Africa,2009,Barren Land,4847.355815700278,0.25540421973001665,162.16385806757492,1.6931722937926947
South America,2002,Agriculture,3089.479515996905,0.18258465249057415,86.58433430991313,0.2479759057771478
Europe,2020,Urban,995.023342615171,0.30804128638853323,576.5788294496797,2.1913125827691764
Arctic,2002,Urban,3594.215420718709,0.15093091526359745,17.727088215672392,3.2272100264567665
Africa,2004,Agriculture,9315.344822348346,0.22109519348727602,275.8905094316379,-0.08680059663246882
Australia,2015,Forest,3897.813667394101,0.7973156896419321,1004.2114015619429,0.1745973177674433
North America,2016,Agriculture,2613.1332489726487,0.6015804473679597,543.6201270338681,-0.8399866244652847
North America,2005,Wetlands,6018.665231198604,0.3209554124898891,467.9376632168279,0.16020677743642336
Europe,2019,Wetlands,3901.5445709355467,0.2818947469546556,46.022165928597374,-0.9825190622626732
South America,2019,Barren Land,1779.3655165156117,0.3004686842203371,6.909487706494125,1.3303696369401605
Africa,2015,Agriculture,9011.880452801299,0.6845044864854941,48.29698133579072,-0.3436082011150521
Arctic,2023,Water,2228.705065956314,0.17772682653618038,40.444919258688614,2.355648213367626
South America,2001,Wetlands,1287.4983380522024,0.32236742209397873,158.65502673651406,-2.281294185521013
North America,2019,Wetlands,1600.4561447902906,0.11798487989491911,37.48860832261658,-0.2671296507633218
South America,2014,Wetlands,2062.6794922572763,0.8265891950212173,402.9928802133673,-0.3716613811056544
North America,2017,Forest,943.3553220401448,0.8425959786998053,64.918921686973,0.9209234013269403
South America,2000,Water,7775.759472882523,0.4782269406453764,266.78023389560997,0.5224888532728088
Europe,2018,Agriculture,626.7844882398007,0.8543415362804578,405.9075749292629,1.0183077919918135
Asia,2011,Forest,4877.718072406662,0.40179092330440536,280.9944319110418,0.44264885655725245
Europe,2007,Wetlands,4042.662913910382,0.6397640345465185,1517.1549468990384,1.2305563648678446
Europe,2005,Water,3851.2353824993406,0.3441203021429795,170.83462028236286,0.4191296844568911
Asia,2011,Water,4448.496585079601,0.3516579404151585,112.10495348369527,-1.3762294841541094
Asia,2006,Forest,2820.0933429104084,0.9309208000466591,67.3921564019543,-0.09031317866474657
Africa,2017,Wetlands,7340.275220299533,0.7296175627646646,252.26465721876983,-0.03880643470009618
Arctic,2021,Forest,3018.7635971102627,0.2011715667155274,57.4137334246018,-1.2651886786497846
Arctic,2013,Urban,2407.8687923590155,0.03302232250665501,88.0759336304834,0.9834630836003273
Africa,2007,Wetlands,1582.0628782026824,0.3860673116729588,1287.9044782036578,2.041735883180489
Europe,2023,Forest,4166.934771382237,0.8496552340659027,227.38785838019083,-0.2745498901780686
Europe,2019,Agriculture,4224.097205025292,0.18043548894800523,278.8586502099701,-0.1053455424001523
North America,2021,Wetlands,3225.6166725755465,0.637680691778602,261.3520232186154,-2.178345315275389
North America,2013,Barren Land,5629.0948532211605,0.8118106079311239,188.1923241781771,-1.347234181733391
Arctic,2004,Wetlands,7079.13564253797,0.12169086224201885,4.954724492624411,2.484334397879287
Africa,2008,Urban,3213.852461012885,0.3159053837715853,24.37179989224246,-0.46474843551217204
Australia,2007,Forest,5021.484875281525,0.16930932715861544,172.14980649335476,-1.108896183644518
Australia,2001,Barren Land,1036.3540101429671,0.6335042064724508,61.80028441739857,1.297381950738203
Africa,2015,Urban,5105.909623650014,0.2931324545202793,783.824507158468,-0.701142192220603
North America,2012,Agriculture,2838.5013205128116,0.45581289412746584,430.26739905404236,-1.300934367335108
Arctic,2006,Wetlands,5739.981674177235,0.13149147792540541,28.901997229133272,2.0404599150433587
Arctic,2015,Barren Land,2284.003469152465,0.41989179956140227,1.4571828495587915,1.1850404206258456
North America,2006,Forest,7331.959296770796,0.13917011385904207,292.0531614172392,-0.8162335168281462
Australia,2013,Forest,2712.5944397715384,0.6528683800603511,291.1205018842065,-0.06110632394082367
South America,2013,Agriculture,1054.0264613788052,0.3982795269640258,173.5233053618007,-0.6435679049426867
South America,2011,Urban,697.701380104948,0.18753830255393467,321.6667661198394,-1.6669197469851909
North America,2000,Barren Land,5375.2595587088,0.5292520450231167,585.3979524203712,0.558566342663705
South America,2000,Agriculture,942.2088961208296,0.527798897813207,425.6289694696946,0.8659228799659172
Asia,2011,Urban,4586.127932843399,0.10515957240205825,192.41369535080207,-0.25059338754858307
